CHEM_ID	SUPER_PATHWAY	SUB_PATHWAY	CHEMICAL_NAME	HMDB	KEGG
100001888	Peptide	Dipeptide	alanylproline	HMDB0028695	None
100001890	Peptide	Dipeptide	alanylleucine	HMDB0028691	None
100001925	Peptide	Dipeptide	cyclo(leu-pro)	HMDB0034276	None
100001938	Nucleotide	Pyrimidine Metabolism, Thymine containing	thymidine 3'-monophosphate	HMDB0062560	None
100001948	Energy	TCA Cycle	succinylcarnitine (C4-DC)	HMDB0061717	None
100001956	Amino Acid	Urea cycle; Arginine and Proline Metabolism	N-methylproline	HMDB0094696	None
100001992	Lipid	Androgenic Steroids	androstenediol (3beta,17beta) disulfate (1)	HMDB0240313	C04295
100002048	Xenobiotics	Food Component/Plant	vanillyl alcohol	HMDB0032012	C06317
100002060	Lipid	Lysophospholipid	1-docosahexaenoyl-GPE (22:6)*	None	None
100002070	Lipid	Fatty Acid, Dicarboxylate	2-hydroxyglutarate	HMDB0059655	C02630
100002103	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	5-methylthioribose**	HMDB0001087	None
100002106	Lipid	Sphingomyelins	sphingomyelin (d18:1/18:1, d18:2/18:0)	HMDB0012101	None
100002107	Lipid	Sphingomyelins	palmitoyl sphingomyelin (d18:1/16:0)	HMDB0010169	None
100002132	Amino Acid	Polyamine Metabolism	N1,N12-diacetylspermine	HMDB0002172	C03413
100002154	Xenobiotics	Food Component/Plant	ergothioneine	HMDB0003045	C05570
100002171	Lipid	Lysophospholipid	1-margaroyl-GPE (17:0)*	HMDB0061691	None
100002180	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates	HMDB0001058,HMDB0003514	C01231,C00354,C05378
100002227	Lipid	Sterol	4-cholesten-3-one	HMDB0000921	C00599
100002241	Xenobiotics	Xanthine Metabolism	7-methylurate	HMDB0011107	C16355
100002249	Amino Acid	Lysine Metabolism	N-acetyl-cadaverine	HMDB0002284	None
100002254	Lipid	Endocannabinoid	stearoyl ethanolamide	HMDB0013078	None
100002284	Lipid	Fatty Acid, Dihydroxy	2S,3R-dihydroxybutyrate	HMDB0002453	None
100002285	Lipid	Fatty Acid, Dihydroxy	2,4-dihydroxybutyrate	HMDB0000360	None
100002300	Nucleotide	Pyrimidine Metabolism, Cytidine containing	5-methyl-2'-deoxycytidine	HMDB0002224	C03592
100002328	Cofactors and Vitamins	Tocopherol Metabolism	alpha-tocopherol acetate	HMDB0034227	C13202
100002344	Lipid	Fatty Acid, Branched	(12 or 13)-methylmyristate (a15:0 or i15:0)	HMDB0061707	None
100002356	Lipid	Fatty Acid, Branched	(16 or 17)-methylstearate (a19:0 or i19:0)	HMDB0037397	None
100002367	Lipid	Fatty Acid, Dihydroxy	2R,3R-dihydroxybutyrate	HMDB0000498	None
100002376	Xenobiotics	Chemical	dexpanthenol	HMDB0004231	D03726
100002398	Xenobiotics	Food Component/Plant	piperidine	HMDB0034301	C01746
100002417	Xenobiotics	Food Component/Plant	2,3-dihydroxyisovalerate	HMDB0012141	C04039
100002458	Amino Acid	Leucine, Isoleucine and Valine Metabolism	3-methylglutaconate	HMDB0000522	None
100002466	Amino Acid	Glutathione Metabolism	cysteinylglycine disulfide*	HMDB0000709	None
100002489	Xenobiotics	Drug - Metabolic	oxypurinol	HMDB0000786	D02365
100002500	Amino Acid	Histidine Metabolism	formiminoglutamate	HMDB0000854	C00439
100002528	Xenobiotics	Chemical	sulfate*	HMDB01448	C00059
100002544	Amino Acid	Glutamate Metabolism	4-hydroxyglutamate	HMDB0001344	C03079
100002577	Carbohydrate	Nucleotide Sugar	deoxythymidine diphosphate-rhamnose	HMDB0006354	C03319
100002613	Cofactors and Vitamins	Pantothenate and CoA Metabolism	pantoate	HMDB0240389	C00522
100002619	Carbohydrate	Pentose Metabolism	sedoheptulose	HMDB0003219	C02076
100002634	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2,3-dihydroxy-3-methylvalerate	HMDB0012140	C04104
100002732	Xenobiotics	Drug - Respiratory	diphenhydramine	HMDB0001927	C06960
100002733	Nucleotide	Purine Metabolism, Guanine containing	guanosine 2'-monophosphate (2'-GMP)*	HMDB0240586	None
100002735	Xenobiotics	Drug - Gastrointestinal	ranitidine	HMDB0001930	D00422
100002745	Peptide	Dipeptide	cyclo(his-pro)	HMDB0002053	None
100002749	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	S-methylcysteine	HMDB0002108	None
100002769	Amino Acid	Urea cycle; Arginine and Proline Metabolism	argininate*	HMDB0003148	None
100002773	Xenobiotics	Food Component/Plant	solanidine	HMDB0003236	C06543
100002784	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2-oxoarginine*	HMDB0004225	C03771
100002804	Xenobiotics	Drug - Psychoactive	sertraline	HMDB0005010	C07246
100002806	Xenobiotics	Drug - Neurological	gabapentin	HMDB0005015	D00332
100002807	Xenobiotics	Drug - Psychoactive	venlafaxine	HMDB0005016	C07187
100002875	Lipid	Lysoplasmalogen	1-(1-enyl-palmitoyl)-GPC (P-16:0)*	HMDB0010407	None
100002910	Amino Acid	Histidine Metabolism	1-methyl-5-imidazoleacetate	HMDB04988	None
100002914	Xenobiotics	Benzoate Metabolism	3-(4-hydroxyphenyl)propionate	HMDB0002199	C01744
100002927	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	S-methylcysteine sulfoxide	HMDB0029432	None
100002945	Lipid	Fatty Acid, Branched	(14 or 15)-methylpalmitate (a17:0 or i17:0)	HMDB0061859	C16995
100002957	Carbohydrate	Nucleotide Sugar	UDP-N-acetylglucosamine/galactosamine	HMDB0000304,HMDB0000290	C00203,C00043
100002989	Lipid	Diacylglycerol	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	HMDB0007219	None
100002990	Lipid	Diacylglycerol	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	HMDB0007219	None
100002991	Cofactors and Vitamins	Pantothenate and CoA Metabolism	pantethine	HMDB0003828	C12661
100003047	Xenobiotics	Food Component/Plant	1,1-kestotetraose	HMDB0039176	None
100003065	Lipid	Galactosyl Glycerolipids	digalactosylglycerol*	None	None
100003109	Xenobiotics	Food Component/Plant	2-oxindole-3-acetate	HMDB0035514	None
100003151	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	linoleoylcarnitine (C18:2)*	HMDB0006469	None
100003160	Peptide	Dipeptide	glutaminylleucine	HMDB0028801	None
100003169	Peptide	Dipeptide	isoleucylglycine	HMDB0028907	None
100003179	Peptide	Dipeptide	leucylalanine	HMDB0028922	None
100003183	Peptide	Dipeptide	leucylglutamine*	HMDB0028927	None
100003185	Peptide	Dipeptide	leucylglycine	HMDB0028929	None
100003196	Peptide	Dipeptide	lysylleucine	HMDB0028955	None
100003210	Peptide	Dipeptide	valylleucine	HMDB0029131	None
100003258	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	2-O-methylascorbic acid	HMDB0240294	None
100003260	Amino Acid	Glutamate Metabolism	carboxyethyl-GABA	HMDB0002201	None
100003271	Amino Acid	Glutamate Metabolism	beta-citrylglutamate	None	C20775
100003397	Lipid	Phospholipid Metabolism	trimethylamine N-oxide	HMDB0000925	C01104
100003415	Amino Acid	Lysine Metabolism	N6-methyllysine	HMDB0002038	C02728
100003425	Amino Acid	Histidine Metabolism	cis-urocanate	HMDB0034174	None
100003432	Xenobiotics	Food Component/Plant	dihydroferulate	HMDB0062121	None
100003434	Amino Acid	Histidine Metabolism	imidazole propionate	HMDB0002271	None
100003442	Xenobiotics	Drug - Psychoactive	paroxetine	HMDB0014853	C07415,D02362
100003444	Xenobiotics	Drug - Psychoactive	citalopram/escitalopram	HMDB0005028	D07913
100003493	Amino Acid	Tyrosine Metabolism	tyrosol	HMDB0004284	C06044
100003502	Xenobiotics	Food Component/Plant	tangeritin	HMDB0030539	C10190
100003518	Peptide	Dipeptide	alanyllysine	HMDB0028692	None
100003542	Peptide	Dipeptide	histidylalanine	HMDB0028878	None
100003556	Peptide	Dipeptide	lysylalanine	HMDB0028944	None
100003588	Peptide	Dipeptide	phenylalanylglycine	HMDB0028995	None
100003589	Peptide	Dipeptide	phenylalanylalanine	HMDB0028988	None
100003598	Peptide	Dipeptide	tyrosylglycine	HMDB0029105	None
100003609	Peptide	Dipeptide	tryptophylglycine	HMDB0029083	None
100003627	Peptide	Dipeptide	aspartylaspartate	HMDB0028749	None
100003640	Peptide	Dipeptide	valylglutamine	HMDB0029125	None
100003641	Peptide	Dipeptide	valylglycine	HMDB0029127	None
100003668	Peptide	Dipeptide	prolylalanine	HMDB0029010	None
100003674	Peptide	Dipeptide	prolylglycine	HMDB0011178	None
100003678	Peptide	Dipeptide	prolylproline	HMDB0011180	None
100003695	Xenobiotics	Food Component/Plant	mannonate*	None	None
100003696	Xenobiotics	Chemical	succinimide	None	C07273
100003700	Xenobiotics	Chemical	diglycerol	None	None
100003769	Xenobiotics	Drug - Psychoactive	norfluoxetine	HMDB0060551	None
100003823	Xenobiotics	Food Component/Plant	3-hydroxyindolin-2-one	None	C11130
100003901	Lipid	Lysophospholipid	2-stearoyl-GPE (18:0)*	HMDB0011129	None
100003926	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	(R)-3-hydroxybutyrylcarnitine	HMDB0013127	None
100003940	Lipid	Fatty Acid Metabolism (Acyl Glycine)	N-octanoylglycine	HMDB0000832	None
100003954	Amino Acid	Tyrosine Metabolism	5-hydroxymethyl-2-furoic acid	HMDB0002432	C20448
100003965	Xenobiotics	Drug - Respiratory	doxylamine	HMDB0001936	D07878
100004028	Xenobiotics	Drug - Cardiovascular	verapamil	HMDB0013962	D02356,C07188,DG00329
100004035	Xenobiotics	Food Component/Plant	nicotianamine	None	C05324
100004054	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	margaroylcarnitine (C17)*	HMDB0006210	None
100004059	Xenobiotics	Food Component/Plant	histidine betaine (hercynine)*	HMDB0029422	None
100004111	Xenobiotics	Benzoate Metabolism	4-methylcatechol sulfate	HMDB0240459	None
100004112	Xenobiotics	Benzoate Metabolism	3-methyl catechol sulfate (1)	None	None
100004125	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	N-propionylmethionine	HMDB0094704	None
100004169	Xenobiotics	Drug - Analgesics, Anesthetics	2-hydroxyibuprofen	HMDB0060920	None
100004173	Xenobiotics	Drug - Psychoactive	O-desmethylvenlafaxine	HMDB0015646	D07793
100004284	Xenobiotics	Chemical	dimethyl sulfone	HMDB0004983	C11142
100004287	Xenobiotics	Chemical	lauryl sulfate	None	D01045
100004295	Xenobiotics	Food Component/Plant	2-piperidinone	HMDB0011749	None
100004318	Xenobiotics	Food Component/Plant	indolin-2-one	None	C12312
100004321	Xenobiotics	Food Component/Plant	2,8-quinolinediol sulfate	HMDB0240658	None
100004322	Xenobiotics	Food Component/Plant	2-aminophenol sulfate	HMDB0061116	None
100004327	Lipid	Lysophospholipid	1-stearoyl-GPS (18:0)*	HMDB0061698	None
100004328	Lipid	Sphingomyelins	sphingomyelin (d18:1/14:0, d16:1/16:0)*	HMDB0012097	None
100004481	Xenobiotics	Food Component/Plant	soyasaponin I	HMDB0034649	C08983
100004509	Xenobiotics	Food Component/Plant	S-allylcysteine	HMDB0034323	None
100004518	Xenobiotics	Drug - Metabolic	allopurinol	HMDB0014581	D00224
100004523	Amino Acid	Urea cycle; Arginine and Proline Metabolism	N-delta-acetylornithine	HMDB0003357	C00437
100004541	Amino Acid	Polyamine Metabolism	acisoga	HMDB0061384	None
100004568	Xenobiotics	Chemical	S-(3-hydroxypropyl)mercapturic acid (HPMA)	None	None
100005352	Lipid	Lysophospholipid	1-eicosenoyl-GPC (20:1)*	HMDB0010391	None
100005373	Amino Acid	Lysine Metabolism	fructosyllysine	HMDB0034879	None
100005384	Xenobiotics	Chemical	O-sulfo-tyrosine	HMDB0155722	None
100005463	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	N-acetylmethionine sulfoxide	None	None
100005466	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	N-acetyltaurine	HMDB0240253	None
100005852	Lipid	Fatty Acid, Monohydroxy	10-hydroxystearate	HMDB0037396	C03195
100005945	Amino Acid	Polyamine Metabolism	acetylagmatine	None	C02131
100006056	Amino Acid	Tyrosine Metabolism	N-formylphenylalanine	HMDB0240317	None
100006065	Peptide	Dipeptide	cyclo(pro-val)	None	None
100006092	Amino Acid	Tyrosine Metabolism	tyramine O-sulfate	HMDB0006409	None
100006098	Xenobiotics	Chemical	3-hydroxypyridine sulfate	None	None
100006115	Carbohydrate	Pentose Metabolism	arabonate/xylonate	HMDB0000539	C00502,C05411
100006122	Carbohydrate	Pentose Metabolism	ribulose/xylulose	HMDB0000621,HMDB0000751,HMDB0001644,HMDB0003371	None
100006123	Amino Acid	Histidine Metabolism	N-acetylhistamine	HMDB0013253	C05135
100006124	Amino Acid	Lysine Metabolism	N2,N6-diacetyllysine	None	None
100006181	Xenobiotics	Drug - Cardiovascular	chlorthalidone	HMDB0014455	D00272
100006203	Xenobiotics	Food Component/Plant	acesulfame	HMDB0033585	None
100006290	Lipid	Sphingomyelins	sphingomyelin (d18:1/20:0, d16:1/22:0)*	HMDB0012102	None
100006292	Lipid	Sphingomyelins	sphingomyelin (d18:1/20:1, d18:2/20:0)*	HMDB0240610,HMDB0240632	None
100006294	Lipid	Sphingomyelins	behenoyl sphingomyelin (d18:1/22:0)*	HMDB0012103	None
100006295	Lipid	Sphingomyelins	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	HMDB0012104	None
100006298	Lipid	Sphingomyelins	lignoceroyl sphingomyelin (d18:1/24:0)	HMDB0011697	None
100006314	Lipid	Sphingomyelins	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	HMDB0240617,HMDB0240608	None
100006361	Amino Acid	Tyrosine Metabolism	dopamine 3-O-sulfate	HMDB0006275	C13690
100006367	Lipid	Fatty Acid, Monohydroxy	3-hydroxyhexanoate	HMDB0061652,HMDB0010718	None
100006369	Amino Acid	Alanine and Aspartate Metabolism	N-carbamoylalanine	None	None
100006374	Xenobiotics	Chemical	1,2,3-benzenetriol sulfate (2)	HMDB0060018,HMDB0060016	None
100006379	Amino Acid	Tryptophan Metabolism	C-glycosyltryptophan	HMDB0240296	None
100006381	Xenobiotics	Drug - Analgesics, Anesthetics	tramadol	HMDB0014339	C07153
100006430	Carbohydrate	Pentose Metabolism	arabitol/xylitol	HMDB0001851,HMDB0000568,HMDB0002917	C00379,C00542,C01904
100006435	Carbohydrate	Aminosugar Metabolism	N-acetylglucosamine/N-acetylgalactosamine	HMDB0000212,HMDB0000215	C01074
100006438	Energy	TCA Cycle	citraconate/glutaconate	HMDB0000634,HMDB0000620	C02226,C02214
100006726	Lipid	Endocannabinoid	linoleoyl ethanolamide	HMDB0012252	None
100006759	Peptide	Dipeptide	cyclo(met-pro)	None	None
100008903	Lipid	Phosphatidylcholine (PC)	1,2-dilinoleoyl-GPC (18:2/18:2)	HMDB0008138	None
100008915	Lipid	Phosphatidylcholine (PC)	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	HMDB0007991	None
100008916	Lipid	Phosphatidylcholine (PC)	1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	HMDB0008057	None
100008919	Lipid	Plasmalogen	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)	HMDB0011375	None
100008920	Lipid	Sphingomyelins	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	HMDB0240620,HMDB0240609,HMDB0240622	None
100008921	Lipid	Phosphatidylcholine (PC)	1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	HMDB0007970	C03889
100008928	Amino Acid	Glutathione Metabolism	2-hydroxybutyrate/2-hydroxyisobutyrate	HMDB0000729,HMDB00008	C21297,C05984
100008929	Energy	TCA Cycle	2-methylcitrate/homocitrate	HMDB0003518,HMDB0000379	C01251
100008930	Lipid	Long Chain Monounsaturated Fatty Acid	oleate/vaccenate (18:1)	HMDB0003231,HMDB0000573,HMDB0240219,HMDB0000207	C21944,C08367,C01712,C00712
100008954	Lipid	Dihydrosphingomyelins	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	HMDB0010168	None
100008955	Lipid	Sphingomyelins	tricosanoyl sphingomyelin (d18:1/23:0)*	HMDB0012105	None
100008956	Lipid	Sphingomyelins	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	HMDB0240634,HMDB0011696,HMDB0240614	None
100008957	Lipid	Sphingomyelins	sphingomyelin (d18:2/24:1, d18:1/24:2)*	HMDB0240636,HMDB0240615	None
100008975	Nucleotide	Pyrimidine Metabolism, Uracil containing	uridine 2'-monophosphate (2'-UMP)*	None	None
100008976	Lipid	Phosphatidylethanolamine (PE)	1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	HMDB0008994	None
100008977	Lipid	Phosphatidylethanolamine (PE)	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	HMDB0009003	C05210
100008987	Peptide	Polypeptide	alanyl-glutamyl-meso-diaminopimelate	None	None
100008989	Lipid	Phosphatidylcholine (PC)	1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*	HMDB0007984	None
100008990	Lipid	Phosphatidylethanolamine (PE)	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	HMDB0005323	C05210
100008991	Lipid	Phosphatidylethanolamine (PE)	1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	HMDB0008946	None
100008996	Lipid	Phosphatidylethanolamine (PE)	1-palmitoyl-2-palmitoleoyl-GPE (16:0/16:1)*	HMDB0008924	None
100008998	Cofactors and Vitamins	Tocopherol Metabolism	gamma-tocopherol/beta-tocopherol	HMDB0006335,HMDB0001492	C14152,C02483
100008999	Lipid	Plasmalogen	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	HMDB0005779	None
100009000	Lipid	Plasmalogen	1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*	HMDB0005780	None
100009002	Lipid	Plasmalogen	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	HMDB0011352	None
100009003	Lipid	Lysoplasmalogen	1-(1-enyl-oleoyl)-2-linoleoyl-GPE (P-18:1/18:2)*	HMDB0011409	None
100009004	Lipid	Plasmalogen	1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*	HMDB0011394	None
100009005	Lipid	Plasmalogen	1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*	HMDB0011342	None
100009007	Lipid	Plasmalogen	1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*	HMDB0007996	None
100009008	Lipid	Plasmalogen	1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*	HMDB0011229	None
100009009	Lipid	Plasmalogen	1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	HMDB0011211	None
100009014	Lipid	Plasmalogen	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	HMDB0011220	None
100009019	Lipid	Plasmalogen	1-stearyl-2-arachidonoyl-GPC (O-18:0/20:4)*	None	None
100009021	Lipid	Plasmalogen	1-palmityl-2-arachidonoyl-GPC (O-16:0/20:4)*	HMDB0007982	None
100009025	Lipid	Sphingomyelins	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	HMDB0240619,HMDB0240611,HMDB0240621	None
100009026	Lipid	Dihydrosphingomyelins	behenoyl dihydrosphingomyelin (d18:0/22:0)*	HMDB0012091	None
100009027	Lipid	Dihydrosphingomyelins	sphingomyelin (d18:0/18:0, d19:0/17:0)*	HMDB0012087	None
100009028	Lipid	Dihydroceramides	N-palmitoyl-sphinganine (d18:0/16:0)	HMDB11760	None
100009030	Lipid	Lactosylceramides (LCER)	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	HMDB0006750	None
100009034	Xenobiotics	Drug - Respiratory	cetirizine	HMDB0005032	C07778
100009035	Lipid	Phosphatidylcholine (PC)	1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2)*	HMDB0007940	None
100009036	Lipid	Phosphatidylcholine (PC)	1-margaroyl-2-oleoyl-GPC (17:0/18:1)*	None	None
100009037	Lipid	Phosphatidylcholine (PC)	1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*	None	None
100009038	Lipid	Dihydrosphingomyelins	myristoyl dihydrosphingomyelin (d18:0/14:0)*	HMDB0012085	None
100009051	Lipid	Phosphatidylcholine (PC)	1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*	HMDB0008047	None
100009056	Nucleotide	Dinucleotide	(3'-5')-guanylyluridine	None	None
100009060	Nucleotide	Dinucleotide	(3'-5')-adenylyluridine	None	None
100009069	Lipid	Plasmalogen	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*	HMDB0011343	None
100009130	Lipid	Phosphatidylcholine (PC)	1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*	HMDB0008123	None
100009131	Lipid	Phosphatidylcholine (PC)	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	HMDB0008147	C05208
100009134	Lipid	Plasmalogen	1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*	HMDB0011151	None
